cluster	gene
cluster:5918	408200
cluster:5918	103135
cluster:5918	9924
cluster:5930	313231
cluster:5930	85365
cluster:5930	56737
cluster:5931	56361
cluster:5931	304567
cluster:5931	80324
cluster:5932	29097
cluster:5932	98417
cluster:5932	289324
cluster:5940	140938
cluster:5940	29893
cluster:5940	19183
cluster:5951	18194
cluster:5951	50814
cluster:5951	309262
cluster:5952	290279
cluster:5952	68043
cluster:5952	221143
cluster:5959	66628
cluster:5959	54974
cluster:5959	303067
cluster:5960	84896
cluster:5960	309532
cluster:5960	67979
cluster:5961	83451
cluster:5961	68758
cluster:5961	360831
cluster:5969	502531
cluster:5969	83939
cluster:5969	229317
cluster:5970	5198
cluster:5970	287420
cluster:5970	237823
cluster:5971	66771
cluster:5971	79018
cluster:5971	687192
cluster:5976	13667
cluster:5976	8890
cluster:5976	117019
cluster:5980	292536
cluster:5980	26121
cluster:5980	68988
cluster:5981	56915
cluster:5981	308441
cluster:5981	27998
cluster:5982	67283
cluster:5982	303676
cluster:5982	60386
cluster:5984	23481
cluster:5984	289740
cluster:5984	64934
cluster:5993	68592
cluster:5993	25949
cluster:5993	170933
cluster:5998	79954
cluster:5998	217431
cluster:5998	313981
cluster:6009	100911305
cluster:6009	92935
cluster:6009	316403
cluster:6009	212679
cluster:6017	109075
cluster:6017	54512
cluster:6017	300045
cluster:6019	307545
cluster:6019	58523
cluster:6019	55250
cluster:6028	66840
cluster:6028	360682
cluster:6028	56270
cluster:6030	84920
cluster:6030	245960
cluster:6030	380959
cluster:6036	231452
cluster:6036	55153
cluster:6036	289504
cluster:6037	290636
cluster:6037	66171
cluster:6037	25796
cluster:6039	299195
cluster:6039	51004
cluster:6039	217707
cluster:6040	55972
cluster:6040	296813
cluster:6040	319653
cluster:6042	112858
cluster:6042	381406
cluster:6042	685619
cluster:6042	362272
cluster:6042	76367
cluster:6044	314993
cluster:6044	29028
cluster:6044	70472
cluster:6048	80744
cluster:6048	362153
cluster:6048	500684
cluster:6048	57703
cluster:6052	20932
cluster:6052	619346
cluster:6052	6836
cluster:6056	230249
cluster:6056	23392
cluster:6059	26972
cluster:6059	366261
cluster:6059	23626
cluster:6064	51633
cluster:6064	72201
cluster:6064	297911
cluster:6073	54938
cluster:6073	292759
cluster:6073	71984
cluster:6078	23203
cluster:6078	66865
cluster:6078	296588
cluster:6081	212647
cluster:6081	8659
cluster:6081	641316
cluster:6086	497954
cluster:6086	246257
cluster:6086	124641
cluster:6092	67755
cluster:6092	297685
cluster:6092	51202
cluster:6095	227715
cluster:6095	366017
cluster:6095	23404
cluster:6096	362754
cluster:6096	76357
cluster:6096	57570
cluster:6098	55191
cluster:6098	353255
cluster:6098	78914
cluster:6099	72590
cluster:6099	51400
cluster:6099	361613
cluster:6100	320717
cluster:6100	304488
cluster:6100	160760
cluster:6101	26019
cluster:6101	361271
cluster:6101	326622
cluster:6107	5414
cluster:6107	18952
cluster:6108	69372
cluster:6108	311655
cluster:6108	27304
cluster:6110	301529
cluster:6110	23549
cluster:6110	13437
cluster:6114	124801
cluster:6114	287731
cluster:6114	268490
cluster:6115	51647
cluster:6115	680987
cluster:6115	68523
cluster:6120	315697
cluster:6120	55272
cluster:6120	102462
cluster:6124	1763
cluster:6124	327762
cluster:6124	309762
cluster:6127	97112
cluster:6127	51068
cluster:6127	310512
cluster:6131	297392
cluster:6131	113419
cluster:6131	21766
cluster:6134	51604
cluster:6134	296360
cluster:6134	78928
cluster:6135	138428
cluster:6135	329384
cluster:6135	362113
cluster:6143	10322
cluster:6143	312503
cluster:6143	232187
cluster:6149	5524
cluster:6149	110854
cluster:6149	362102
cluster:6151	315023
cluster:6151	81034
cluster:6151	69906
cluster:6170	27042
cluster:6170	305076
cluster:6170	215193
cluster:6173	79717
cluster:6173	298490
cluster:6173	106564
cluster:6175	72096
cluster:6175	399818
cluster:6175	361664
cluster:6182	320635
cluster:6182	365345
cluster:6182	51700
cluster:6202	55821
cluster:6202	94041
cluster:6202	246758
cluster:6221	55737
cluster:6221	25479
cluster:6221	65114
cluster:6222	290651
cluster:6222	51477
cluster:6222	71780
cluster:6229	328162
cluster:6229	314462
cluster:6229	115708
cluster:6238	294672
cluster:6238	320806
cluster:6238	84340
cluster:6243	378774
cluster:6243	70325
cluster:6243	284098
cluster:6257	72198
cluster:6257	23517
cluster:6257	365668
cluster:6262	361453
cluster:6262	134637
cluster:6262	66757
cluster:6264	55275
cluster:6264	287535
cluster:6264	68299
cluster:6272	76890
cluster:6272	298787
cluster:6272	51072
cluster:6274	67556
cluster:6274	93183
cluster:6274	79112
cluster:6275	8562
cluster:6275	687565
cluster:6275	68184
cluster:6277	51074
cluster:6277	56369
cluster:6280	143279
cluster:6280	309514
cluster:6280	226098
cluster:6283	100534599
cluster:6283	57905
cluster:6283	362394
cluster:6285	21915
cluster:6285	1841
cluster:6285	301622
cluster:6287	12465
cluster:6287	294864
cluster:6287	22948
cluster:6288	288003
cluster:6288	5984
cluster:6288	106344
cluster:6289	311422
cluster:6289	16434
cluster:6289	3704
cluster:6290	83475
cluster:6290	314644
cluster:6290	102115
cluster:6291	18618
cluster:6291	25511
cluster:6291	10400
cluster:6303	28084
cluster:6303	681059
cluster:6303	84313
cluster:6320	116482
cluster:6320	83493
cluster:6320	22908
cluster:6323	498171
cluster:6323	66801
cluster:6323	79706
cluster:6330	23556
cluster:6330	27392
cluster:6330	309051
cluster:6332	20818
cluster:6332	58477
cluster:6332	300965
cluster:6333	361185
cluster:6333	69225
cluster:6333	55739
cluster:6337	300088
cluster:6337	78929
cluster:6337	171568
cluster:6338	353258
cluster:6338	361452
cluster:6338	84946
cluster:6343	71998
cluster:6343	497933
cluster:6343	399512
cluster:6347	100087
cluster:6347	685656
cluster:6347	112970
cluster:6349	67205
cluster:6349	313581
cluster:6349	51118
cluster:6350	364539
cluster:6350	55702
cluster:6350	72886
cluster:6350	501285
cluster:6350	317036
cluster:6356	170506
cluster:6356	310461
cluster:6356	72162
cluster:6368	66700
cluster:6368	282834
cluster:6368	51652
cluster:6369	56748
cluster:6369	27247
cluster:6369	297416
cluster:6372	255967
cluster:6372	360760
cluster:6372	72587
cluster:6377	56194
cluster:6377	295607
cluster:6377	55660
cluster:6379	668455
cluster:6379	434693
cluster:6379	298586
cluster:6379	51154
cluster:6379	69902
cluster:6382	27243
cluster:6382	365191
cluster:6382	68953
cluster:6384	74006
cluster:6384	114114
cluster:6384	10059
cluster:6389	311835
cluster:6389	227674
cluster:6389	64794
cluster:6391	67387
cluster:6391	192356
cluster:6391	25972
cluster:6395	290028
cluster:6395	66246
cluster:6395	55644
cluster:6396	25829
cluster:6396	223693
cluster:6396	362959
cluster:6399	27096
cluster:6399	27095
cluster:6399	362599
cluster:6403	282826
cluster:6403	60528
cluster:6403	68626
cluster:6404	84154
cluster:6404	294436
cluster:6404	67239
cluster:6406	362260
cluster:6406	71715
cluster:6406	60625
cluster:6421	246216
cluster:6421	28000
cluster:6421	27339
cluster:6424	7511
cluster:6424	170751
cluster:6424	170750
cluster:6430	223499
cluster:6430	362902
cluster:6430	25879
cluster:6431	362274
cluster:6431	55661
cluster:6431	228889
cluster:6438	66711
cluster:6438	288615
cluster:6438	51119
cluster:6443	27346
cluster:6443	303330
cluster:6443	69071
cluster:6447	25996
cluster:6447	104444
cluster:6447	300689
cluster:6449	114017
cluster:6449	85476
cluster:6449	28030
cluster:6451	314718
cluster:6451	67019
cluster:6451	64431
cluster:6460	51786
cluster:6460	299256
cluster:6460	53981
cluster:6462	66877
cluster:6462	102548514
cluster:6462	100910202
cluster:6462	51340
cluster:6469	60525
cluster:6469	311569
cluster:6469	55902
cluster:6471	295394
cluster:6471	51611
cluster:6471	69740
cluster:6473	66201
cluster:6473	292640
cluster:6473	51534
cluster:6474	23456
cluster:6474	361439
cluster:6474	56199
cluster:6477	498909
cluster:6477	67914
cluster:6477	57017
cluster:6479	297522
cluster:6479	110379
cluster:6479	6396
cluster:6487	68080
cluster:6487	51184
cluster:6487	360810
cluster:6488	295500
cluster:6488	75624
cluster:6488	23173
cluster:6489	308282
cluster:6489	268281
cluster:6489	257218
cluster:6493	72113
cluster:6493	366698
cluster:6493	57143
cluster:6497	9918
cluster:6497	68298
cluster:6497	362438
cluster:6498	52513
cluster:6498	54606
cluster:6498	289780
cluster:6499	54451
cluster:6499	51692
cluster:6499	298916
cluster:6505	305317
cluster:6505	60558
cluster:6505	231279
cluster:6507	8892
cluster:6507	84005
cluster:6507	217715
cluster:6517	64205
cluster:6517	6175
cluster:6517	11837
cluster:6519	1468
cluster:6519	27376
cluster:6519	170943
cluster:6520	52633
cluster:6520	56954
cluster:6520	288174
cluster:6526	363172
cluster:6526	23395
cluster:6526	102436
cluster:6528	234729
cluster:6528	55697
cluster:6528	307842
cluster:6533	56931
cluster:6533	301122
cluster:6533	224907
cluster:6535	366593
cluster:6535	11062
cluster:6535	71916
cluster:6536	225348
cluster:6536	688637
cluster:6536	134430
cluster:6545	11151
cluster:6545	12721
cluster:6545	155151
cluster:6548	297455
cluster:6548	27258
cluster:6548	67678
cluster:6553	353304
cluster:6553	228812
cluster:6553	128869
cluster:6559	304542
cluster:6559	84274
cluster:6559	52064
cluster:6564	54529
cluster:6564	70396
cluster:6564	299507
cluster:6566	268756
cluster:6566	60671
cluster:6569	64118
cluster:6569	246185
cluster:6569	68730
cluster:6574	67456
cluster:6574	51290
cluster:6578	54363
cluster:6578	15112
cluster:6578	311446
cluster:6579	292019
cluster:6579	101943
cluster:6579	23450
cluster:6581	51006
cluster:6581	228875
cluster:6581	311637
cluster:6585	7374
cluster:6585	304577
cluster:6585	22256
cluster:6599	294331
cluster:6599	22213
cluster:6599	7327
cluster:6600	84705
cluster:6600	290633
cluster:6600	70359
cluster:6607	93757
cluster:6607	83943
cluster:6607	100359529
cluster:6612	23246
cluster:6612	300050
cluster:6612	12181
cluster:6628	22388
cluster:6628	360950
cluster:6628	9948
cluster:6629	310019
cluster:6629	84135
cluster:6629	105372
cluster:6636	56941
cluster:6636	500251
cluster:6636	232210
cluster:6641	288647
cluster:6641	208144
cluster:6641	57647
cluster:6644	83743
cluster:6644	101612
cluster:6644	308592
cluster:6645	67179
cluster:6645	361059
cluster:6645	55246
cluster:6659	7486
cluster:6659	290805
cluster:6659	22427
cluster:6668	54651
cluster:6668	302566
cluster:6668	389856
cluster:6673	315600
cluster:6673	71732
cluster:6673	55823
cluster:6678	10992
cluster:6678	293671
cluster:6678	319322
cluster:6681	22782
cluster:6681	58976
cluster:6681	7779
cluster:6693	66681
cluster:6693	55276
cluster:6696	81898
cluster:6696	84486
cluster:6696	23451
cluster:6697	8886
cluster:6697	66942
cluster:6697	308490
cluster:6699	55278
cluster:6699	76563
cluster:6699	309911
cluster:6700	246776
cluster:6700	70598
cluster:6700	27145
cluster:6704	227695
cluster:6704	51490
cluster:6713	309855
cluster:6713	9896
cluster:6713	103199
cluster:6716	84945
cluster:6716	68904
cluster:6716	306630
cluster:6730	72151
cluster:6730	304528
cluster:6730	5985
cluster:6741	5298
cluster:6741	107650
cluster:6741	81747
cluster:6747	67308
cluster:6747	293054
cluster:6747	26589
cluster:6750	67563
cluster:6750	64428
cluster:6750	360496
cluster:6752	78244
cluster:6752	134218
cluster:6752	192210
cluster:6754	68991
cluster:6754	298681
cluster:6754	29101
cluster:6756	367083
cluster:6756	102580
cluster:6756	79796
cluster:6760	308201
cluster:6760	67045
cluster:6760	55781
cluster:6768	293666
cluster:6768	66419
cluster:6768	65003
cluster:6774	302980
cluster:6774	68636
cluster:6774	81889
cluster:6779	66361
cluster:6779	361917
cluster:6779	79752
cluster:6781	66094
cluster:6781	51690
cluster:6781	362829
cluster:6785	55226
cluster:6785	311257
cluster:6785	98956
cluster:6787	499330
cluster:6787	54981
cluster:6787	225994
cluster:6797	13207
cluster:6797	287765
cluster:6797	1655
cluster:6802	5422
cluster:6802	18968
cluster:6802	85241
cluster:6804	71777
cluster:6804	312154
cluster:6804	54556
cluster:6806	138199
cluster:6806	293871
cluster:6806	67383
cluster:6814	235339
cluster:6814	81654
cluster:6814	1737
cluster:6815	300989
cluster:6815	51409
cluster:6815	69536
cluster:6816	365444
cluster:6816	311441
cluster:6816	51605
cluster:6816	66926
cluster:6818	79913
cluster:6818	109275
cluster:6818	362258
cluster:6820	299732
cluster:6820	4048
cluster:6820	16993
cluster:6821	619440
cluster:6821	80755
cluster:6821	69684
cluster:6828	55695
cluster:6828	288595
cluster:6828	100609
cluster:6833	64226
cluster:6833	56716
cluster:6833	64223
cluster:6834	362403
cluster:6834	115286
cluster:6834	67582
cluster:6835	105083
cluster:6835	53918
cluster:6835	294754
cluster:6836	67841
cluster:6836	64422
cluster:6836	171415
cluster:6838	291978
cluster:6838	66369
cluster:6838	54920
cluster:6843	55871
cluster:6843	171057
cluster:6843	226043
cluster:6848	6183
cluster:6848	24030
cluster:6848	292758
cluster:6850	304570
cluster:6850	69663
cluster:6850	317781
cluster:6858	362593
cluster:6858	230737
cluster:6858	29889
cluster:6862	361843
cluster:6862	71361
cluster:6862	84883
cluster:6867	313243
cluster:6867	66362
cluster:6867	51010
cluster:6870	360497
cluster:6870	84219
cluster:6870	268933
cluster:6872	100043674
cluster:6872	9978
cluster:6875	499697
cluster:6875	54482
cluster:6875	229780
cluster:6876	378794
cluster:6876	73681
cluster:6876	60487
cluster:6879	291309
cluster:6879	98910
cluster:6879	9712
cluster:6885	19718
cluster:6885	5982
cluster:6885	116468
cluster:6886	93587
cluster:6886	108943
cluster:6886	295496
cluster:6891	80018
cluster:6891	360811
cluster:6891	231713
cluster:6899	11898
cluster:6899	25698
cluster:6899	445
cluster:6907	685245
cluster:6907	124454
cluster:6907	361641
cluster:6907	67417
cluster:6908	51501
cluster:6908	67669
cluster:6908	293103
cluster:6910	72662
cluster:6910	306103
cluster:6910	22894
cluster:6916	67876
cluster:6916	80219
cluster:6916	301416
cluster:6920	320438
cluster:6920	29929
cluster:6920	362547
cluster:6922	68327
cluster:6922	115939
cluster:6922	360494
cluster:6924	50721
cluster:6924	299638
cluster:6924	51548
cluster:6927	22803
cluster:6927	24128
cluster:6927	362229
cluster:6931	293129
cluster:6931	381903
cluster:6931	79053
cluster:6935	55334
cluster:6935	328133
cluster:6935	314275
cluster:6937	290783
cluster:6937	7991
cluster:6937	80286
cluster:6943	362383
cluster:6943	22934
cluster:6943	19895
cluster:6945	365355
cluster:6945	66922
cluster:6945	22800
cluster:6947	293684
cluster:6947	57410
cluster:6947	78891
cluster:6950	291061
cluster:6950	83732
cluster:6950	71340
cluster:6953	25249
cluster:6953	10229
cluster:6953	12850
cluster:6957	18408
cluster:6957	306574
cluster:6957	10166
cluster:6960	27010
cluster:6960	29807
cluster:6960	680668
cluster:6961	289809
cluster:6961	56902
cluster:6961	66249
cluster:6971	313997
cluster:6971	129642
cluster:6971	67216
cluster:6973	293820
cluster:6973	107272
cluster:6973	29968
cluster:6980	57741
cluster:6980	26155
cluster:6980	313777
cluster:6981	70428
cluster:6981	362858
cluster:6981	55703
cluster:6988	89874
cluster:6988	217593
cluster:6988	171151
cluster:6991	66383
cluster:6991	23479
cluster:6991	288740
cluster:6992	80273
cluster:6992	17713
cluster:6992	79563
cluster:6997	687266
cluster:6997	14287
cluster:6997	2356
cluster:6998	78697
cluster:6998	296751
cluster:6998	54517
cluster:7005	171145
cluster:7005	8891
cluster:7005	108067
cluster:7006	362614
cluster:7006	100210
cluster:7006	54707
cluster:7010	362586
cluster:7010	54802
cluster:7010	66966
cluster:7012	316348
cluster:7012	79031
cluster:7012	68833
cluster:7014	100131187
cluster:7014	100359478
cluster:7014	226654
cluster:7024	60373
cluster:7024	55989
cluster:7024	51602
cluster:7033	25885
cluster:7033	83581
cluster:7033	20019
cluster:7042	1407
cluster:7042	299691
cluster:7042	12952
cluster:7047	27292
cluster:7047	294718
cluster:7047	66254
cluster:7056	6730
cluster:7056	217337
cluster:7056	363707
cluster:7060	29880
cluster:7060	295051
cluster:7060	66248
cluster:7065	9790
cluster:7065	213895
cluster:7065	362426
cluster:7068	304423
cluster:7068	100929
cluster:7068	55253
cluster:7069	303407
cluster:7069	284161
cluster:7069	66569
cluster:7082	69179
cluster:7082	100526772
cluster:7082	361110
cluster:7083	51520
cluster:7083	291624
cluster:7083	107045
cluster:7089	76582
cluster:7089	51194
cluster:7089	310056
cluster:7090	14885
cluster:7090	2968
cluster:7090	294236
cluster:7093	304919
cluster:7093	226539
cluster:7093	55157
cluster:7094	296757
cluster:7094	222236
cluster:7094	242864
cluster:7096	67067
cluster:7096	679572
cluster:7096	100910944
cluster:7096	140823
cluster:7097	287924
cluster:7097	70120
cluster:7097	51067
cluster:7100	23560
cluster:7100	69237
cluster:7100	114300
cluster:7105	55140
cluster:7105	100362548
cluster:7105	74195
cluster:7109	5279
cluster:7109	364032
cluster:7109	67292
cluster:7116	80743
cluster:7116	64601
cluster:7116	296159
cluster:7118	381314
cluster:7118	364070
cluster:7118	55699
cluster:7131	71832
cluster:7133	83582
cluster:7133	20017
cluster:7133	84172
cluster:7135	305506
cluster:7135	16418
cluster:7135	3692
cluster:7139	108664
cluster:7139	297797
cluster:7139	51606
cluster:7140	261726
cluster:7140	226591
cluster:7140	360869
cluster:7144	27158
cluster:7144	78797
cluster:7144	311799
cluster:7150	100911462
cluster:7150	10907
cluster:7150	27366
cluster:7151	84844
cluster:7151	192246
cluster:7151	68479
cluster:7155	102339
cluster:7155	25839
cluster:7155	361407
cluster:7157	289924
cluster:7157	9861
cluster:7157	66413
cluster:7158	74111
cluster:7158	304512
cluster:7158	9904
cluster:7159	192260
cluster:7159	52858
cluster:7159	10423
cluster:7160	84245
cluster:7160	288912
cluster:7160	67873
cluster:7165	362228
cluster:7165	67877
cluster:7165	51126
cluster:7178	5435
cluster:7178	69833
cluster:7178	83503
cluster:7184	181
cluster:7184	25582
cluster:7184	11604
cluster:7186	19164
cluster:7186	5663
cluster:7186	29192
cluster:7187	24408
cluster:7187	14810
cluster:7187	2902
cluster:7189	277328
cluster:7189	312896
cluster:7189	8989
cluster:7191	72825
cluster:7191	315999
cluster:7191	84315
cluster:7192	195827
cluster:7192	66129
cluster:7198	7776
cluster:7198	291409
cluster:7198	329002
cluster:7199	83525
cluster:7199	72075
cluster:7199	11054
cluster:7203	21664
cluster:7203	22822
cluster:7203	29380
cluster:7206	690961
cluster:7206	22796
cluster:7206	76332
cluster:7207	17765
cluster:7207	22823
cluster:7207	360905
cluster:7208	259170
cluster:7208	192160
cluster:7208	22794
cluster:7209	27007
cluster:7209	24934
cluster:7212	4841
cluster:7212	317259
cluster:7212	53610
cluster:7213	300888
cluster:7213	23423
cluster:7213	66111
cluster:7214	29511
cluster:7214	11240
cluster:7214	18600
cluster:7216	296301
cluster:7216	19383
cluster:7216	22913
cluster:7217	19414
cluster:7217	29372
cluster:7217	22821
cluster:7219	8036
cluster:7219	309548
cluster:7219	56392
cluster:7220	314221
cluster:7220	4990
cluster:7220	20476
cluster:7221	23435
cluster:7221	230908
cluster:7229	11695
cluster:7229	296511
cluster:7229	60529
cluster:7230	9915
cluster:7230	25243
cluster:7230	11864
cluster:7231	11875
cluster:7231	259167
cluster:7231	116969
cluster:7233	304900
cluster:7233	11899
cluster:7233	460
cluster:7234	288821
cluster:7234	11923
cluster:7234	58158
cluster:7239	680423
cluster:7239	11993
cluster:7239	550
cluster:7240	12014
cluster:7240	60468
cluster:7240	313125
cluster:7241	364680
cluster:7241	12022
cluster:7241	56033
cluster:7242	581
cluster:7242	24887
cluster:7242	12028
cluster:7243	12029
cluster:7243	255877
cluster:7243	360551
cluster:7244	63827
cluster:7244	12032
cluster:7244	25393
cluster:7245	24225
cluster:7245	12064
cluster:7245	627
cluster:7246	19261
cluster:7246	140885
cluster:7246	25528
cluster:7247	12159
cluster:7247	652
cluster:7247	25296
cluster:7248	57448
cluster:7248	313876
cluster:7248	12211
cluster:7249	712
cluster:7249	12259
cluster:7249	298566
cluster:7252	12338
cluster:7252	827
cluster:7252	83685
cluster:7253	12344
cluster:7253	29324
cluster:7253	93661
cluster:7254	12366
cluster:7254	835
cluster:7254	64314
cluster:7255	12391
cluster:7255	859
cluster:7255	29161
cluster:7256	12416
cluster:7256	303730
cluster:7256	84733
cluster:7257	300266
cluster:7257	23468
cluster:7257	12419
cluster:7258	25706
cluster:7258	12426
cluster:7258	887
cluster:7259	309217
cluster:7259	12482
cluster:7259	931
cluster:7260	921
cluster:7260	54236
cluster:7260	100911215
cluster:7260	12507
cluster:7262	12585
cluster:7262	1039
cluster:7262	308958
cluster:7266	171360
cluster:7266	338917
cluster:7266	12677
cluster:7269	361245
cluster:7269	12763
cluster:7271	12777
cluster:7271	2826
cluster:7271	363682
cluster:7273	1268
cluster:7273	25248
cluster:7273	12801
cluster:7274	117258
cluster:7274	12805
cluster:7274	1272
cluster:7276	294027
cluster:7276	12821
cluster:7277	25250
cluster:7277	12869
cluster:7278	293056
cluster:7278	12877
cluster:7278	64506
cluster:7282	78965
cluster:7282	12977
cluster:7282	1435
cluster:7284	12993
cluster:7284	114595
cluster:7288	1602
cluster:7288	13134
cluster:7288	306096
cluster:7291	10683
cluster:7291	114125
cluster:7291	13389
cluster:7292	13394
cluster:7292	1748
cluster:7292	303469
cluster:7293	100360412
cluster:7293	13418
cluster:7293	64215
cluster:7294	13435
cluster:7294	1788
cluster:7294	444984
cluster:7297	1879
cluster:7297	13591
cluster:7297	116543
cluster:7298	13605
cluster:7298	1894
cluster:7298	361921
cluster:7299	29904
cluster:7299	25435
cluster:7299	13631
cluster:7301	295965
cluster:7301	26298
cluster:7301	13661
cluster:7303	13709
cluster:7303	1997
cluster:7303	85424
cluster:7305	29552
cluster:7305	13863
cluster:7306	64576
cluster:7306	13924
cluster:7308	361544
cluster:7308	14008
cluster:7308	2116
cluster:7309	14012
cluster:7309	300679
cluster:7309	10205
cluster:7314	5747
cluster:7314	25614
cluster:7314	14083
cluster:7316	14178
cluster:7316	2252
cluster:7316	29348
cluster:7317	309460
cluster:7317	9644
cluster:7317	14218
cluster:7318	2305
cluster:7318	14235
cluster:7318	58921
cluster:7321	114110
cluster:7321	2324
cluster:7321	14257
cluster:7322	14275
cluster:7322	171049
cluster:7322	2348
cluster:7324	10468
cluster:7324	24373
cluster:7324	14313
cluster:7325	14366
cluster:7325	8322
cluster:7325	64558
cluster:7326	50486
cluster:7326	289388
cluster:7326	14373
cluster:7327	14401
cluster:7327	2561
cluster:7327	25451
cluster:7329	688155
cluster:7329	124872
cluster:7329	14422
cluster:7336	14562
cluster:7336	500311
cluster:7336	9573
cluster:7337	398
cluster:7337	14570
cluster:7337	360500
cluster:7338	2707
cluster:7338	14620
cluster:7338	29585
cluster:7339	117055
cluster:7339	127534
cluster:7339	14621
cluster:7343	14732
cluster:7343	57678
cluster:7343	29653
cluster:7344	65275
cluster:7344	2850
cluster:7344	14761
cluster:7345	14762
cluster:7345	299007
cluster:7345	2856
cluster:7346	300030
cluster:7346	114822
cluster:7346	14787
cluster:7350	29105
cluster:7350	14894
cluster:7351	14911
cluster:7351	25917
cluster:7351	500288
cluster:7352	14915
cluster:7352	2980
cluster:7352	25656
cluster:7355	15193
cluster:7355	171073
cluster:7355	84717
cluster:7358	64628
cluster:7358	390992
cluster:7358	15207
cluster:7359	94234
cluster:7359	15220
cluster:7359	64826
cluster:7360	4485
cluster:7360	15235
cluster:7360	24566
cluster:7362	15278
cluster:7362	64216
cluster:7362	289307
cluster:7363	15284
cluster:7363	3142
cluster:7363	364069
cluster:7364	15374
cluster:7364	51155
cluster:7364	287828
cluster:7365	100911668
cluster:7365	100912608
cluster:7365	3206
cluster:7365	15395
cluster:7366	3216
cluster:7366	15414
cluster:7366	497986
cluster:7367	3219
cluster:7367	15417
cluster:7367	287647
cluster:7368	15431
cluster:7368	3237
cluster:7369	3238
cluster:7369	366082
cluster:7369	15432
cluster:7374	287953
cluster:7374	15547
cluster:7374	27037
cluster:7378	23765
cluster:7378	312679
cluster:7378	16172
cluster:7379	312312
cluster:7379	170575
cluster:7379	16205
cluster:7380	16206
cluster:7380	26018
cluster:7380	312574
cluster:7381	83711
cluster:7381	16326
cluster:7381	83729
cluster:7383	16333
cluster:7383	24505
cluster:7385	16373
cluster:7385	79191
cluster:7387	363160
cluster:7387	201595
cluster:7387	68292
cluster:7388	290364
cluster:7388	16432
cluster:7388	9445
cluster:7389	50624
cluster:7389	117179
cluster:7389	16433
cluster:7390	3726
cluster:7390	24517
cluster:7390	16477
cluster:7391	116489
cluster:7391	16528
cluster:7391	50801
cluster:7392	157855
cluster:7392	16532
cluster:7392	680912
cluster:7396	114845
cluster:7396	16599
cluster:7396	51274
cluster:7397	361029
cluster:7397	16709
cluster:7399	16852
cluster:7399	56646
cluster:7399	3956
cluster:7401	16874
cluster:7401	311901
cluster:7401	26468
cluster:7405	16998
cluster:7405	83838
cluster:7405	4054
cluster:7406	4056
cluster:7406	17001
cluster:7406	114097
cluster:7409	295061
cluster:7409	17112
cluster:7409	4071
cluster:7410	17117
cluster:7410	25284
cluster:7410	23600
cluster:7411	23324
cluster:7411	360955
cluster:7411	17160
cluster:7412	29310
cluster:7412	17201
cluster:7412	4159
cluster:7413	4170
cluster:7413	60430
cluster:7413	17210
cluster:7414	17222
cluster:7414	64682
cluster:7414	311412
cluster:7418	17283
cluster:7418	4221
cluster:7418	29417
cluster:7420	17293
cluster:7420	293046
cluster:7420	145873
cluster:7421	362018
cluster:7421	17306
cluster:7421	284612
cluster:7424	25482
cluster:7424	17532
cluster:7424	22808
cluster:7425	17537
cluster:7425	361514
cluster:7425	56917
cluster:7427	298875
cluster:7427	9741
cluster:7427	17775
cluster:7428	17776
cluster:7428	313819
cluster:7428	23139
cluster:7433	299626
cluster:7433	4616
cluster:7433	17873
cluster:7435	23040
cluster:7435	116668
cluster:7435	17933
cluster:7436	317247
cluster:7436	4674
cluster:7436	17954
cluster:7438	17966
cluster:7438	4077
cluster:7438	303554
cluster:7439	17997
cluster:7439	299730
cluster:7439	121441
cluster:7440	18046
cluster:7440	4802
cluster:7440	25337
cluster:7442	301363
cluster:7442	26921
cluster:7442	9448
cluster:7444	18094
cluster:7444	26257
cluster:7444	299061
cluster:7445	310378
cluster:7445	23530
cluster:7447	27332
cluster:7447	18139
cluster:7447	312491
cluster:7450	84423
cluster:7450	18188
cluster:7450	4902
cluster:7451	497878
cluster:7451	18197
cluster:7451	51617
cluster:7452	64636
cluster:7452	23620
cluster:7452	18217
cluster:7454	679932
cluster:7454	18232
cluster:7454	11249
cluster:7455	18245
cluster:7455	4946
cluster:7455	25502
cluster:7456	4956
cluster:7456	24610
cluster:7456	18285
cluster:7458	18301
cluster:7458	60338
cluster:7458	53827
cluster:7459	4993
cluster:7459	302954
cluster:7459	18312
cluster:7460	18313
cluster:7460	304985
cluster:7460	127385
cluster:7461	18488
cluster:7461	5067
cluster:7461	54279
cluster:7464	126006
cluster:7464	18545
cluster:7464	304195
cluster:7470	84591
cluster:7470	9463
cluster:7470	18693
cluster:7473	5569
cluster:7473	114906
cluster:7473	18767
cluster:7474	18768
cluster:7474	24678
cluster:7474	5570
cluster:7476	24283
cluster:7476	18776
cluster:7477	18781
cluster:7477	391013
cluster:7477	29387
cluster:7481	18846
cluster:7481	55558
cluster:7481	309280
cluster:7482	24660
cluster:7482	5376
cluster:7482	18858
cluster:7483	26472
cluster:7483	18938
cluster:7483	259225
cluster:7484	8611
cluster:7485	19017
cluster:7485	10891
cluster:7485	83516
cluster:7486	8495
cluster:7486	19024
cluster:7486	308918
cluster:7488	19063
cluster:7488	29411
cluster:7488	5538
cluster:7490	19142
cluster:7490	85266
cluster:7490	8492
cluster:7494	9791
cluster:7494	314553
cluster:7494	19210
cluster:7495	19212
cluster:7495	9317
cluster:7495	63852
